Nationality,Residence,Q4,Q5,Q6,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Q19_15,Q19_16,Q19_17,Q19_18,Q19_19,Q19_20,Q19_21,Q19_22,Q19_23,Q19_24,Q19_25,Q19_26,Q19_27,Q19_28,Q19_29,Q19_30,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Lextale,Wellbeing,Selfcontrol,Emotionality,Sociability,TEIQue,TVReactionsEN,TVReactionsTR,SocialMediaEN,SocialMediaTR
TR,USA,2,44,5,3,11,1,1,9,6,6,6,6,2,6,6,6,6,6,7,7,6,3,5,5,6,7,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,3,6,6,6,6,6,6,4,5,5,5,5,5,4,5,5,4,5,5,5,96.25,6,5.16667,5.75,5.83333,5.73333,20,19,9,10
TR,USA,2,42,5,4,9,1,1,9,3,3,6,6,6,6,6,6,6,6,7,4,7,1,7,2,6,6,6,5,7,5,5,6,7,4,5,6,6,5,6,7,6,7,6,7,6,4,5,7,4,4,7,6,7,6,5,3,5,4,7,3,5,3,5,3,6,2,97.5,6.83333,5.33333,6,4.66667,5.8,22,13,11,5
TR,USA,2,39,5,3,1,2,1,9,2,6,6,6,6,6,6,6,6,6,7,7,7,3,7,3,5,6,6,6,7,7,5,6,6,6,5,6,7,6,6,7,6,6,6,7,6,6,6,5,6,6,6,7,6,6,5,5,6,5,6,5,6,4,6,6,5,5,97.5,6.16667,5.83333,6.25,6,6.06667,23,19,11,11
TR,USA,2,37,6,4,12,2,1,9,2,6,6,6,6,2,6,3,6,6,7,7,7,1,6,2,5,2,4,5,7,4,3,5,6,3,4,7,6,7,7,4,3,2,5,7,3,2,3,6,4,3,7,3,7,6,5,3,6,6,6,6,6,3,7,6,6,6,98.75,6.66667,4.66667,3.875,3.5,4.66667,23,18,13,12
TR,EN,2,51,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,2,7,2,7,4,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,4,1,7,7,7,7,7,7,7,5,7,7,7,6,7,7,3,7,7,7,7,51.25,6.33333,6.5,6.25,7,6.56667,25,24,14,14
TR,EN,2,50,5,4,9,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,4,6,4,4,7,4,4,7,3,2,4,4,4,5,5,5,7,7,6,7,5,4,7,6,4,7,5,4,6,5,7,7,7,7,4,5,6,3,6,6,5,5,53.75,5.33333,4.66667,5.5,4.33333,5.06667,24,22,11,11
TR,EN,2,35,5,3,2,2,1,2,6,6,6,6,6,6,6,6,6,3,5,6,2,2,5,7,5,2,3,5,4,4,5,4,5,4,5,3,3,5,5,3,5,4,6,4,5,5,5,5,4,4,5,3,6,5,3,5,3,5,2,7,4,3,3,4,3,5,53.75,4.33333,5.16667,3.75,4.33333,4.36667,12,20,6,9
TR,EN,2,41,5,3,2,1,1,9,6,3,6,6,6,6,6,3,6,6,4,5,5,3,4,4,3,5,5,1,6,4,4,7,5,4,5,4,5,5,5,3,6,7,3,6,6,2,3,4,4,4,6,2,6,3,5,6,7,7,6,7,4,4,4,5,4,6,55,5.16667,3,4.25,4.5,4.43333,22,24,8,11
TR,EN,2,44,2,1,10,1,9,9,6,6,6,6,6,6,6,6,6,6,7,6,4,6,7,7,3,4,5,4,6,2,1,5,7,2,6,3,3,3,6,3,2,2,6,6,4,4,6,4,4,3,4,6,3,4,4,7,4,5,4,6,4,3,4,4,4,4,55,5,4.16667,4,3.5,4.03333,16,21,8,8
TR,EN,2,42,5,3,2,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,4,5,4,7,4,2,4,4,3,5,5,4,4,4,5,2,4,4,5,4,4,4,4,3,4,3,3,5,4,2,3,7,2,3,4,5,5,5,6,6,5,3,4,4,4,5,55,3.33333,4,4,4,3.8,20,19,8,9
TR,EN,2,29,6,4,7,1,1,9,6,6,6,6,3,6,6,6,6,6,7,7,5,5,6,6,5,7,3,6,6,5,6,6,4,6,4,5,7,6,6,6,5,6,4,6,6,4,2,3,6,5,4,7,5,2,1,5,5,6,5,5,6,4,6,6,6,6,56.25,4.66667,4.66667,5.625,5.33333,5.1,17,20,12,12
TR,EN,2,43,4,4,9,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,3,4,1,3,5,1,1,5,4,6,1,6,4,7,3,1,1,4,7,1,3,7,3,4,2,7,2,6,4,7,7,6,7,6,7,6,5,6,5,7,7,57.5,4.33333,3.33333,3.5,3.66667,3.7,25,26,13,12
TR,EN,2,42,3,3,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,7,2,7,5,6,2,6,2,6,6,6,6,1,6,6,2,6,6,6,7,6,6,6,7,5,3,2,6,6,4,6,5,5,5,7,7,7,7,7,7,5,4,7,7,7,7,57.5,4.66667,4.66667,5,5.5,5.06667,26,25,14,14
TR,EN,2,37,6,2,6,1,1,2,6,6,6,6,6,6,6,6,6,6,4,5,2,2,5,7,2,6,5,6,5,2,6,6,6,4,4,4,2,6,5,4,5,3,5,2,6,4,5,4,7,7,2,3,6,3,2,2,3,4,5,6,6,4,2,2,6,6,58.75,3.83333,4.83333,4.125,5,4.5,16,16,8,8
TR,EN,2,31,6,3,2,1,1,9,6,6,6,6,3,6,6,3,3,6,7,7,7,3,7,7,5,3,5,4,3,5,4,3,3,2,4,2,3,5,6,2,6,3,5,5,6,4,4,3,2,3,5,4,2,5,5,4,2,6,5,5,5,5,5,5,5,3,58.75,3.5,4.66667,3.75,3.66667,3.86667,17,20,10,8
TR,EN,2,27,6,1,10,1,1,9,3,2,6,6,6,6,3,6,6,3,7,7,6,6,6,7,5,5,6,3,5,5,3,5,6,6,3,5,3,5,5,3,5,4,6,5,4,3,4,5,5,6,6,6,6,1,4,7,4,7,5,7,6,4,4,6,4,6,60,5.33333,3.5,4.5,4.83333,4.63333,19,25,8,12
TR,EN,2,35,5,4,2,1,1,2,6,2,6,6,6,6,6,6,6,6,7,7,2,1,2,4,1,7,7,5,6,7,4,5,7,2,5,6,5,4,4,4,7,7,4,5,3,1,4,7,4,6,6,6,4,5,2,7,7,7,6,6,7,3,4,4,5,7,60,6.16667,3.83333,4.875,4.5,4.93333,22,23,9,11
TR,EN,2,37,6,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,3,7,4,7,4,4,5,5,7,6,5,6,6,6,4,6,6,5,5,5,4,6,4,5,5,4,3,5,6,5,5,5,6,4,4,6,5,6,5,6,6,3,5,6,5,6,61.25,5.66667,4.5,4.625,5.33333,5.06667,20,21,10,12
TR,EN,2,39,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,4,4,4,1,6,1,7,7,5,3,7,1,5,7,7,1,7,6,7,6,7,6,6,4,7,6,2,3,7,3,7,7,5,7,7,7,3,7,2,2,2,4,4,5,61.25,6.66667,5.16667,4.75,4,5.1,17,23,6,9
TR,EN,2,44,6,3,1,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,6,4,5,6,6,5,6,4,6,7,6,6,3,5,7,6,5,6,6,7,5,5,4,4,5,5,5,6,4,6,4,4,7,7,7,5,6,7,2,5,5,5,6,63.75,5.16667,5.16667,4.875,5.5,5.3,23,22,10,11
TR,EN,2,60,6,2,11,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,7,3,5,6,4,4,7,4,6,6,6,6,4,7,6,5,7,7,6,4,4,3,4,4,6,3,6,4,6,6,4,5,4,5,5,5,4,6,3,7,7,6,5,63.75,4.66667,4.16667,5.625,5.16667,5.1,21,16,13,12
TR,EN,2,32,5,3,2,2,1,2,6,6,6,6,6,6,6,6,6,6,4,7,7,1,5,5,6,6,3,5,5,5,5,4,4,7,4,4,5,5,4,5,5,5,4,3,4,5,2,4,5,6,4,5,4,2,3,6,5,5,6,6,4,2,5,6,5,6,63.75,4,4.16667,4.75,5.16667,4.5,18,19,10,12
TR,EN,2,46,5,4,9,2,1,9,6,3,6,6,6,6,6,1,6,6,7,7,7,3,7,5,2,5,7,6,7,7,7,7,7,6,7,5,6,7,7,7,7,7,7,7,7,5,4,7,5,7,7,7,7,4,2,5,7,7,7,7,7,3,4,4,7,7,65,6.66667,6,5.625,6.5,6.26667,23,22,11,11
TR,EN,2,30,5,3,2,1,1,2,6,6,6,6,6,6,6,6,6,6,5,6,2,5,5,5,5,5,4,5,5,4,4,6,5,5,5,4,4,5,3,3,5,5,3,4,4,4,4,4,4,5,3,6,4,2,2,5,5,6,5,7,5,2,4,6,5,6,65,4.16667,3.5,4.75,4.5,4.3,17,20,9,12
TR,EN,2,32,5,3,1,1,1,2,6,6,6,6,6,6,6,6,6,6,4,5,7,2,3,2,3,5,5,4,7,4,6,6,4,5,2,4,5,6,4,4,4,6,4,4,4,5,6,5,6,6,5,5,6,6,4,6,6,6,6,6,5,6,4,6,5,6,66.25,4.83333,4.83333,4.75,4.5,4.86667,21,24,9,12
TR,EN,2,39,5,3,11,1,1,9,6,6,6,6,6,6,6,6,3,6,6,6,4,6,6,6,4,7,7,7,5,6,7,7,7,7,6,3,7,7,5,6,7,7,7,6,4,4,5,7,7,6,5,4,5,4,2,2,4,7,5,7,4,4,6,7,7,7,67.5,5.5,5.66667,5.875,6,5.86667,15,20,13,14
TR,EN,2,34,6,2,7,1,1,9,6,3,6,6,6,6,6,6,6,6,6,7,5,7,7,7,6,7,7,4,6,7,3,6,7,7,7,1,5,6,5,5,7,4,5,6,7,1,6,7,6,7,6,6,7,1,2,6,6,6,6,6,3,3,6,6,6,6,67.5,5.5,3.16667,6,6.83333,5.5,17,21,12,12
TR,EN,2,45,6,4,9,2,1,2,6,6,6,6,6,6,6,6,6,6,3,6,7,3,3,6,4,5,3,4,6,5,6,6,4,3,4,5,7,3,5,6,5,3,5,4,4,6,5,5,6,6,5,2,5,6,4,7,5,7,5,7,6,3,4,6,4,7,68.75,4.83333,5.33333,5,4.66667,4.76667,20,24,8,13
TR,EN,2,53,6,3,1,1,1,9,3,6,6,6,6,6,6,6,6,6,7,5,7,2,7,6,7,6,6,6,7,3,6,7,7,4,5,6,7,7,5,6,6,7,2,7,4,5,5,6,6,6,7,5,7,3,4,6,6,5,7,4,6,4,5,5,7,5,68.75,6.66667,4.5,6.125,4.66667,5.7,23,19,12,10
TR,EN,2,41,5,3,1,1,1,9,6,6,6,6,3,6,6,6,3,6,7,5,5,1,6,6,6,7,6,5,6,6,4,5,6,6,3,6,6,6,2,6,5,6,2,6,6,3,3,6,3,6,6,6,6,5,3,3,3,2,5,5,4,2,4,4,5,4,70,6,3.5,5.5,5,5.16667,15,12,9,8
TR,EN,2,43,5,1,1,1,9,9,6,6,6,6,6,6,6,6,6,6,6,6,7,2,7,2,4,5,5,3,4,5,5,3,4,5,5,5,5,5,4,6,5,3,4,5,4,4,3,5,5,5,4,6,5,4,4,4,4,4,6,6,6,2,3,3,4,4,71.25,4.5,4,4.625,4.83333,4.5,20,16,7,7
TR,EN,2,40,6,1,2,1,1,9,6,6,6,6,6,6,6,6,2,6,7,7,7,3,6,6,4,3,6,3,6,5,3,2,4,4,4,3,6,5,4,2,6,3,2,6,3,1,2,1,4,4,6,7,3,4,4,7,6,6,7,7,6,4,6,6,6,6,72.5,4.33333,2.83333,4,4,3.86667,23,24,12,12
TR,EN,2,38,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,5,7,1,1,5,7,3,5,5,6,6,4,4,6,4,4,4,5,7,6,4,6,2,6,3,2,5,6,5,5,4,4,5,4,6,1,5,7,3,6,3,6,6,2,3,6,5,6,72.5,4.5,4,4.75,4.16667,4.56667,17,21,8,12
TR,EN,2,45,6,2,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,2,7,7,3,7,5,4,5,6,6,5,3,5,6,5,3,6,5,5,7,5,3,6,2,5,6,4,5,6,7,7,4,1,6,6,5,6,7,1,4,4,4,4,72.5,5.16667,5.83333,5.625,4.16667,5.2,22,14,8,8
TR,EN,2,51,5,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,3,3,3,3,5,7,6,1,6,3,5,7,4,2,4,1,6,4,4,7,7,4,6,5,6,5,7,7,7,3,4,7,4,1,2,5,5,6,5,6,7,7,6,5,7,6,73.75,4.5,3.66667,6.625,4.16667,4.83333,19,24,13,11
TR,EN,2,39,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,7,1,7,7,7,4,4,4,7,4,2,6,6,6,2,2,7,6,7,7,6,4,5,7,4,4,4,6,4,4,7,6,6,4,3,7,5,2,6,6,7,3,6,3,4,4,73.75,5.83333,4.33333,5.875,4,5.06667,21,18,10,7
TR,EN,2,42,5,1,1,1,1,9,6,6,6,6,6,6,6,6,3,6,7,7,7,7,7,7,5,5,3,4,5,5,2,6,6,3,4,4,4,5,5,3,5,5,4,4,4,4,4,4,3,4,6,5,5,3,5,5,6,5,7,5,6,3,5,5,7,6,75,4.83333,3.66667,4.625,3.83333,4.3,24,18,12,11
TR,EN,2,35,5,3,11,2,1,9,3,1,6,6,6,6,6,6,3,6,7,7,4,4,7,7,5,7,5,4,7,7,5,3,7,6,5,3,6,6,5,7,7,4,4,7,6,4,4,6,7,3,7,7,7,4,5,5,5,5,5,5,5,3,5,5,5,5,76.25,6.16667,4.33333,5.75,5.66667,5.5,20,18,10,10
TR,EN,2,26,5,3,12,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,4,5,6,7,6,7,4,6,6,5,6,5,3,6,5,6,7,7,5,6,7,4,5,5,5,4,2,4,5,5,5,6,6,5,5,7,4,6,6,5,4,4,4,4,5,5,76.25,4.83333,5.16667,5.75,5.16667,5.26667,19,22,9,9
TR,EN,2,51,4,3,1,1,1,9,6,9,6,6,6,6,6,6,6,6,7,7,7,4,7,4,7,5,4,5,7,6,5,5,4,6,4,3,5,5,5,5,3,6,5,6,5,5,4,5,5,4,6,5,6,4,3,3,7,7,7,7,5,4,5,5,5,5,76.25,5.16667,4.83333,4.875,5,5,22,21,10,10
TR,EN,2,44,6,3,11,1,1,9,6,3,6,6,6,6,6,6,6,6,7,4,7,2,7,4,4,6,4,5,7,6,6,6,6,6,5,6,7,6,6,6,5,6,6,6,5,4,6,5,6,5,6,5,6,6,4,4,5,5,6,6,6,5,4,4,6,6,76.25,6,5.5,5.625,5.5,5.63333,21,20,10,10
TR,EN,2,37,6,4,7,1,1,9,3,3,6,6,6,6,6,6,6,6,7,7,7,3,7,6,7,3,4,3,1,6,7,4,1,4,1,1,7,7,7,7,6,4,4,1,4,4,4,1,4,4,2,4,7,1,4,4,7,6,7,7,5,3,6,6,7,7,77.5,1.16667,4.33333,5.25,3.83333,4,23,20,13,13
TR,EN,2,36,5,3,3,1,1,9,9,6,6,6,6,6,6,6,3,6,7,7,4,5,4,4,5,6,6,2,2,3,4,6,5,3,5,2,7,5,2,7,7,6,4,5,1,6,4,5,6,4,5,7,6,2,3,5,6,5,5,5,6,2,6,6,6,6,77.5,4,3.33333,6.125,3.66667,4.6,20,17,12,12
TR,EN,2,49,5,3,12,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,4,7,7,7,7,7,7,3,5,7,4,7,7,6,7,6,7,7,5,6,7,5,6,5,3,5,7,6,4,5,4,7,6,4,5,5,6,6,6,6,7,4,6,6,7,7,78.75,5.5,4.5,6.875,5.33333,5.73333,24,21,13,13
TR,EN,2,35,6,2,3,1,1,9,6,3,6,6,6,6,6,6,6,3,7,2,7,2,7,3,7,1,7,3,7,5,6,7,5,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,7,6,4,4,4,4,4,5,6,6,4,4,4,5,5,78.75,5.83333,5.16667,5.625,5.83333,5.7,19,18,9,9
TR,EN,2,31,6,4,7,1,1,9,6,3,6,6,6,6,6,6,6,6,5,7,3,7,4,7,3,4,5,4,3,2,7,6,6,7,4,4,3,4,5,4,4,5,4,3,7,1,7,6,7,3,4,1,6,1,6,7,7,7,3,5,4,4,4,5,6,6,78.75,4.33333,3.66667,4,5,4.33333,20,23,10,11
TR,EN,2,53,5,1,4,1,1,2,6,3,6,6,6,6,6,6,6,6,7,7,7,3,7,7,4,3,4,5,3,5,5,3,6,2,5,3,6,2,3,5,6,2,4,4,5,5,3,5,2,5,5,3,5,5,5,5,5,5,3,6,6,2,6,5,5,6,78.75,4.33333,4.5,4.125,4,4.1,19,18,11,11
TR,EN,2,40,6,3,11,1,1,9,6,6,6,6,6,6,6,6,6,6,7,5,4,2,7,7,6,6,6,6,7,6,6,6,7,7,6,7,7,6,6,6,6,4,6,7,5,5,5,7,6,4,6,7,7,5,7,7,6,7,7,7,4,2,5,5,7,7,78.75,6.83333,5.66667,6.125,5.66667,6.03333,24,23,12,12
TR,EN,2,29,5,1,4,1,1,9,3,6,6,6,6,6,6,6,6,6,7,7,7,4,7,4,7,7,7,6,7,6,4,5,7,7,7,6,7,6,5,7,7,6,6,6,6,6,6,7,7,5,7,7,7,5,4,7,4,5,7,6,6,1,6,4,7,4,78.75,6.66667,5.33333,6.625,6.33333,6.3,21,19,13,8
TR,EN,2,49,5,3,2,1,1,9,9,6,6,6,6,6,6,6,3,6,7,4,7,1,7,6,6,6,4,6,7,5,4,7,6,6,5,7,6,7,5,7,5,7,5,7,4,6,6,5,4,6,6,6,7,3,5,5,6,6,7,7,4,3,7,7,7,7,80,6.33333,4.83333,6.125,5,5.7,22,21,14,14
TR,EN,2,39,6,4,6,2,1,9,6,6,6,6,2,6,6,6,6,6,6,7,4,1,7,7,7,6,6,6,7,5,5,7,7,7,6,3,7,7,6,7,6,6,4,6,6,7,3,6,6,7,6,7,5,4,5,5,5,5,7,3,5,1,7,5,6,6,80,5.83333,5.33333,6.25,6.16667,5.93333,22,14,13,11
TR,EN,2,45,5,3,11,2,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,5,7,7,7,6,7,6,6,7,7,7,6,2,6,6,6,6,7,6,5,4,6,6,6,7,7,7,5,5,6,7,7,81.25,6.66667,6.33333,6.125,6.33333,6.33333,24,24,12,13
TR,EN,2,41,6,1,2,1,1,9,3,2,6,6,6,6,6,6,6,6,7,7,2,7,3,7,4,5,5,6,7,6,4,6,6,7,6,3,7,6,3,7,6,6,6,7,5,6,4,6,7,7,7,7,5,6,3,7,7,7,7,7,7,4,3,7,2,7,81.25,6,5.16667,5.75,6.33333,5.76667,24,25,5,14
TR,EN,2,30,5,1,3,2,1,9,3,9,6,6,3,6,6,6,3,6,5,6,5,2,2,2,5,7,6,6,4,6,6,6,6,4,3,6,5,7,4,3,6,6,5,4,5,5,5,6,7,4,5,4,6,6,1,4,3,4,5,2,4,1,1,1,5,2,81.25,5.16667,5.33333,5.125,4.83333,5.26667,13,11,6,3
TR,EN,2,52,5,3,1,1,1,9,6,6,6,6,6,6,6,6,6,3,7,7,7,7,7,7,4,4,5,6,7,5,6,7,5,3,5,3,6,4,3,6,5,3,5,4,4,3,2,4,6,4,6,7,6,4,7,7,7,7,7,7,5,2,7,7,7,7,82.5,4.83333,4.5,5.125,4.5,4.73333,26,23,14,14
TR,EN,2,54,6,1,3,1,1,9,6,6,6,6,3,6,6,6,3,6,7,6,7,6,7,7,6,3,6,5,6,3,4,3,6,5,5,6,6,6,5,6,6,6,5,6,6,4,5,6,4,4,6,6,6,6,5,5,6,6,6,7,5,4,5,5,5,6,83.75,6,4.83333,5.125,4.5,5.23333,22,22,10,11
TR,EN,2,31,6,4,7,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,3,7,7,5,6,3,2,3,2,1,2,4,5,5,2,7,5,3,5,5,3,2,3,2,2,5,4,2,5,2,4,3,1,5,7,6,7,6,7,7,3,6,7,6,7,85,3,1.83333,4.875,3.5,3.43333,24,24,12,14
TR,EN,2,63,5,1,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,3,7,2,7,3,7,7,6,6,7,6,6,7,7,7,4,7,7,6,6,7,7,6,6,7,5,5,1,6,6,5,7,7,7,6,5,2,6,6,7,7,6,2,5,2,7,6,88.75,6.83333,5.83333,6.25,5.5,6.13333,24,17,12,8
TR,EN,2,41,6,3,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,4,7,1,7,2,4,6,5,6,5,6,4,6,7,5,3,6,7,6,5,7,7,4,3,5,5,4,4,5,6,7,6,7,7,4,5,5,4,4,5,5,6,2,4,4,4,4,90,5.66667,4.33333,6,5.33333,5.4,20,16,8,8
TR,EN,2,43,5,3,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,7,4,7,2,6,4,6,4,5,6,6,5,5,6,4,5,6,4,4,3,4,5,4,4,5,5,3,4,6,4,4,6,5,3,6,7,6,7,3,6,5,4,4,4,3,6,90,4.5,4.33333,4.625,5.16667,4.7,20,24,7,10
TR,EN,2,42,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,5,7,7,4,6,4,4,5,5,4,4,6,5,2,4,6,4,3,6,5,4,6,5,2,4,3,5,3,5,4,5,4,3,4,7,7,4,7,7,7,3,5,5,7,7,90,4.83333,4,4.875,3.66667,4.33333,25,21,12,12
TR,EN,2,44,6,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,3,5,3,1,6,3,7,4,3,3,4,7,1,1,1,1,1,7,1,1,4,1,1,1,4,1,6,4,1,4,3,5,5,5,5,6,2,5,5,6,6,90,2,3.16667,3.875,3,3.03333,20,15,11,11
TR,EN,2,42,6,1,3,1,1,9,6,3,6,6,6,6,6,6,6,6,7,6,6,3,7,7,7,7,4,3,6,5,3,3,7,5,5,6,4,7,3,6,6,3,5,6,4,3,4,7,6,6,7,5,7,5,3,5,5,3,6,5,5,2,4,4,5,6,91.25,6.5,3.66667,5.25,5.16667,5.16667,19,15,9,10
TR,EN,2,55,6,2,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,7,7,7,7,2,5,5,6,2,5,3,3,5,2,5,4,6,3,5,3,4,2,6,6,6,4,3,5,3,5,6,2,5,2,5,5,4,4,5,3,6,2,4,4,6,6,91.25,4.66667,4.33333,3.5,4.33333,4.1,20,14,10,10
TR,EN,2,60,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,3,6,5,6,4,7,7,7,4,4,7,4,1,7,4,4,6,6,2,4,7,7,4,4,6,6,2,6,6,2,4,4,7,6,6,2,2,2,2,3,3,3,3,2,2,2,2,91.25,5.5,4,6,4.5,5.03333,10,10,4,4
TR,EN,2,49,5,3,1,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,7,2,4,4,4,6,5,3,5,5,4,5,5,6,6,4,6,5,4,3,2,2,4,5,4,4,6,5,6,4,5,2,2,3,3,7,5,7,2,3,3,7,7,91.25,4.5,3.83333,4.875,4.33333,4.43333,19,12,10,10
TR,EN,2,45,6,2,3,1,1,9,2,3,6,6,2,6,6,6,2,6,7,7,7,2,7,5,7,6,5,5,7,6,5,6,6,6,5,6,7,6,5,7,6,6,5,6,6,5,3,5,6,6,6,6,6,4,5,5,6,4,6,4,6,4,5,4,4,5,92.5,6,4.83333,6,5.83333,5.7,23,17,9,9
TR,EN,2,38,5,3,11,1,1,9,6,6,6,6,6,6,6,6,3,6,7,7,7,2,7,7,5,6,7,5,7,6,6,5,7,3,2,4,6,6,5,5,7,7,7,7,6,3,6,7,7,5,7,3,7,7,6,6,7,7,7,7,5,3,7,7,7,7,92.5,6.5,5.5,5.375,4.83333,5.7,25,23,14,14
TR,EN,2,50,5,1,3,1,1,9,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,4,1,4,7,6,4,4,7,6,6,3,4,5,5,6,7,4,6,7,4,4,4,4,6,7,2,4,4,4,2,7,4,6,6,6,4,4,4,4,5,5,5,5,92.5,5,5.83333,4.5,3.5,4.8,18,20,10,10
TR,EN,2,38,6,1,3,2,1,9,6,3,6,6,6,6,6,6,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,5,7,7,7,7,7,7,7,5,7,7,7,7,5,7,5,5,7,7,7,7,6,7,4,4,7,7,7,7,95,6.16667,6.33333,7,6.5,6.46667,24,25,14,14
TR,EN,2,47,6,2,11,1,1,9,3,6,6,6,6,6,6,6,6,6,7,6,6,1,7,7,7,7,7,7,7,6,5,7,6,6,6,7,7,6,6,7,6,6,6,6,5,6,2,6,6,6,7,7,7,3,4,7,3,7,7,7,5,5,4,4,7,7,95,6.5,5.5,6.25,5.83333,6.1,19,26,11,11
TR,EN,2,38,5,1,2,1,1,9,3,6,6,6,2,6,6,6,6,6,7,7,5,2,5,5,6,6,7,4,6,5,6,6,6,4,4,4,7,6,5,2,6,6,4,6,4,6,5,6,4,6,5,4,6,3,4,4,4,4,6,6,5,4,4,4,4,4,95,5.5,4.66667,5.25,4.5,5.16667,19,18,8,8
TR,EN,2,38,6,4,9,2,1,9,2,3,6,6,6,6,6,6,2,6,7,7,7,2,7,7,6,7,5,5,6,5,5,6,6,6,6,4,6,6,6,6,6,6,6,5,5,4,5,5,3,5,5,4,7,4,5,5,7,7,7,7,5,1,6,6,6,6,96.25,5.16667,5,5.75,5,5.36667,24,20,12,12
TR,EN,2,43,5,1,2,1,1,9,2,6,6,6,6,3,6,6,6,6,7,5,7,7,7,7,6,5,4,3,7,5,4,4,5,5,6,6,7,7,3,7,5,5,3,6,6,4,2,3,4,5,6,7,6,3,4,7,5,6,5,5,6,2,5,5,5,5,96.25,5.5,3.33333,5.375,5.16667,4.96667,20,20,10,10
TR,EN,2,43,6,1,2,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,2,7,7,7,7,6,6,7,7,4,7,7,7,7,7,7,7,6,7,7,7,7,7,7,4,2,7,2,6,6,7,7,4,4,4,6,6,6,6,4,4,6,6,4,4,96.25,6.83333,5.16667,6.375,6,6.2,20,20,10,10
TR,EN,2,37,5,3,11,1,1,9,3,2,6,6,3,2,3,6,3,6,7,4,7,1,7,3,4,6,3,4,4,6,5,3,5,2,6,2,7,3,4,6,5,3,4,4,6,4,4,4,6,4,4,4,6,5,7,2,7,3,7,2,7,2,7,2,7,2,97.5,3.83333,4.33333,4.875,5,4.43333,28,9,14,4
TR,EN,1,31,5,1,3,1,1,9,3,6,6,6,2,6,6,6,6,6,7,7,7,5,7,3,7,7,6,6,6,6,6,7,7,7,7,2,7,7,5,7,7,7,6,6,5,5,2,4,6,7,6,7,7,7,1,3,5,5,7,7,6,2,3,6,6,6,97.5,5.16667,5.83333,6.375,6.33333,6.06667,19,17,9,12
TR,EN,2,39,4,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,4,6,6,5,4,6,6,3,5,4,6,5,4,4,6,4,6,6,5,4,5,6,3,4,6,4,6,2,5,5,5,5,5,5,5,5,4,4,5,5,98.75,5.66667,4.33333,5.375,4.16667,4.9,20,20,9,9
